order_id,full_name,city,brand_name,STATE,order_date,total_units,revenue,product_name,category_name,store_name,sales_rep
286,Latasha Stanley,Rockville Centre,Trek,NY,2016-06-25,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
287,Delbert Wilkins,Coram,Electra,NY,2016-06-25,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
287,Delbert Wilkins,Coram,Heller,NY,2016-06-25,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
287,Delbert Wilkins,Coram,Ritchey,NY,2016-06-25,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
287,Delbert Wilkins,Coram,Surly,NY,2016-06-25,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
288,Ouida Gregory,Merrick,Surly,NY,2016-06-25,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
288,Ouida Gregory,Merrick,Trek,NY,2016-06-25,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
288,Ouida Gregory,Merrick,Trek,NY,2016-06-25,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
289,Phyllis Hill,Syosset,Electra,NY,2016-06-27,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
289,Phyllis Hill,Syosset,Electra,NY,2016-06-27,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
289,Phyllis Hill,Syosset,Pure Cycles,NY,2016-06-27,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
290,Marni Bolton,Lancaster,Electra,NY,2016-06-28,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
290,Marni Bolton,Lancaster,Heller,NY,2016-06-28,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
290,Marni Bolton,Lancaster,Ritchey,NY,2016-06-28,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
291,Alane Kennedy,Spring Valley,Electra,NY,2016-06-29,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
291,Alane Kennedy,Spring Valley,Surly,NY,2016-06-29,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
292,Van Peters,Houston,Pure Cycles,TX,2016-06-29,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell
292,Van Peters,Houston,Surly,TX,2016-06-29,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Rowlett Bikes,Layla Terrell
292,Van Peters,Houston,Trek,TX,2016-06-29,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell
293,Rubye Mccall,Troy,Pure Cycles,NY,2016-06-30,2,898.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
293,Rubye Mccall,Troy,Surly,NY,2016-06-30,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
294,Lavona Austin,Utica,Electra,NY,2016-07-01,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
294,Lavona Austin,Utica,Electra,NY,2016-07-01,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
294,Lavona Austin,Utica,Pure Cycles,NY,2016-07-01,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
294,Lavona Austin,Utica,Trek,NY,2016-07-01,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
295,Benny Bender,Elmont,Electra,NY,2016-07-01,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
296,Gabriela Warren,Long Beach,Electra,NY,2016-07-04,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
296,Gabriela Warren,Long Beach,Electra,NY,2016-07-04,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
296,Gabriela Warren,Long Beach,Surly,NY,2016-07-04,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
296,Gabriela Warren,Long Beach,Trek,NY,2016-07-04,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer
297,Justina Jenkins,Shirley,Trek,NY,2016-07-04,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
298,Janna Hayden,Longview,Electra,TX,2016-07-04,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,Layla Terrell
298,Janna Hayden,Longview,Electra,TX,2016-07-04,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell
298,Janna Hayden,Longview,Electra,TX,2016-07-04,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,Layla Terrell
298,Janna Hayden,Longview,Surly,TX,2016-07-04,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell
298,Janna Hayden,Longview,Trek,TX,2016-07-04,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Rowlett Bikes,Layla Terrell
299,Rayna Perry,Ozone Park,Surly,NY,2016-07-05,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
299,Rayna Perry,Ozone Park,Surly,NY,2016-07-05,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
300,Emmaline Huber,Mount Vernon,Electra,NY,2016-07-05,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
300,Emmaline Huber,Mount Vernon,Surly,NY,2016-07-05,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
300,Emmaline Huber,Mount Vernon,Surly,NY,2016-07-05,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
300,Emmaline Huber,Mount Vernon,Trek,NY,2016-07-05,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer
301,Caren Stephens,Scarsdale,Electra,NY,2016-07-06,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
301,Caren Stephens,Scarsdale,Surly,NY,2016-07-06,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
302,Carlena Salinas,Jamaica,Electra,NY,2016-07-06,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
302,Carlena Salinas,Jamaica,Pure Cycles,NY,2016-07-06,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
302,Carlena Salinas,Jamaica,Ritchey,NY,2016-07-06,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
303,Bernita Mcdaniel,Liverpool,Electra,NY,2016-07-07,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
303,Bernita Mcdaniel,Liverpool,Trek,NY,2016-07-07,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
304,Chelsey Hardin,Deer Park,Electra,NY,2016-07-07,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
304,Chelsey Hardin,Deer Park,Surly,NY,2016-07-07,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
304,Chelsey Hardin,Deer Park,Trek,NY,2016-07-07,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
305,Camille Harvey,Huntington,Surly,NY,2016-07-07,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
305,Camille Harvey,Huntington,Surly,NY,2016-07-07,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
305,Camille Harvey,Huntington,Surly,NY,2016-07-07,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
306,Charleen Hurst,Utica,Electra,NY,2016-07-09,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
306,Charleen Hurst,Utica,Surly,NY,2016-07-09,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
307,Christoper Gould,Shirley,Electra,NY,2016-07-09,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
308,Charlyn Cantrell,West Islip,Electra,NY,2016-07-11,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
308,Charlyn Cantrell,West Islip,Pure Cycles,NY,2016-07-11,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
308,Charlyn Cantrell,West Islip,Trek,NY,2016-07-11,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
309,Gilma Dejesus,Scarsdale,Electra,NY,2016-07-11,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
309,Gilma Dejesus,Scarsdale,Surly,NY,2016-07-11,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
310,Deloris Larson,Duarte,Electra,CA,2016-07-12,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland
310,Deloris Larson,Duarte,Heller,CA,2016-07-12,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
310,Deloris Larson,Duarte,Trek,CA,2016-07-12,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
310,Deloris Larson,Duarte,Trek,CA,2016-07-12,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
311,Shayla Hart,Woodhaven,Heller,NY,2016-07-12,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
311,Shayla Hart,Woodhaven,Pure Cycles,NY,2016-07-12,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
312,Jame Riggs,Bay Shore,Electra,NY,2016-07-13,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
312,Jame Riggs,Bay Shore,Electra,NY,2016-07-13,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
312,Jame Riggs,Bay Shore,Electra,NY,2016-07-13,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
313,Dagny Owen,San Angelo,Surly,TX,2016-07-14,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Rowlett Bikes,Layla Terrell
313,Dagny Owen,San Angelo,Trek,TX,2016-07-14,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell
314,Janie Herrera,Elmhurst,Electra,NY,2016-07-15,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
314,Janie Herrera,Elmhurst,Heller,NY,2016-07-15,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
314,Janie Herrera,Elmhurst,Trek,NY,2016-07-15,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel
314,Janie Herrera,Elmhurst,Trek,NY,2016-07-15,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
315,Rufina Chandler,New Hyde Park,Surly,NY,2016-07-16,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
315,Rufina Chandler,New Hyde Park,Trek,NY,2016-07-16,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer
316,Shawnda Glover,Liverpool,Electra,NY,2016-07-17,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
316,Shawnda Glover,Liverpool,Electra,NY,2016-07-17,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
316,Shawnda Glover,Liverpool,Pure Cycles,NY,2016-07-17,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
316,Shawnda Glover,Liverpool,Pure Cycles,NY,2016-07-17,1,449.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
316,Shawnda Glover,Liverpool,Ritchey,NY,2016-07-17,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
317,Mariam Miranda,Franklin Square,Electra,NY,2016-07-17,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
317,Mariam Miranda,Franklin Square,Electra,NY,2016-07-17,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
317,Mariam Miranda,Franklin Square,Electra,NY,2016-07-17,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
317,Mariam Miranda,Franklin Square,Surly,NY,2016-07-17,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
318,Mallie Osborn,Newburgh,Electra,NY,2016-07-17,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
318,Mallie Osborn,Newburgh,Electra,NY,2016-07-17,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
318,Mallie Osborn,Newburgh,Trek,NY,2016-07-17,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel
319,Danyell Dickerson,Central Islip,Electra,NY,2016-07-18,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
319,Danyell Dickerson,Central Islip,Electra,NY,2016-07-18,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
319,Danyell Dickerson,Central Islip,Electra,NY,2016-07-18,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
319,Danyell Dickerson,Central Islip,Surly,NY,2016-07-18,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
320,Carola Johns,Santa Cruz,Ritchey,CA,2016-07-19,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
321,Arcelia Vinson,West Islip,Electra,NY,2016-07-19,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
321,Arcelia Vinson,West Islip,Electra,NY,2016-07-19,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
321,Arcelia Vinson,West Islip,Electra,NY,2016-07-19,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
321,Arcelia Vinson,West Islip,Trek,NY,2016-07-19,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
322,Lea Irwin,New Windsor,Electra,NY,2016-07-19,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
322,Lea Irwin,New Windsor,Electra,NY,2016-07-19,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
323,Heide Reed,Floral Park,Electra,NY,2016-07-19,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
323,Heide Reed,Floral Park,Electra,NY,2016-07-19,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
324,Garland Weaver,Amsterdam,Electra,NY,2016-07-20,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
324,Garland Weaver,Amsterdam,Electra,NY,2016-07-20,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
324,Garland Weaver,Amsterdam,Pure Cycles,NY,2016-07-20,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
324,Garland Weaver,Amsterdam,Pure Cycles,NY,2016-07-20,1,449.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
324,Garland Weaver,Amsterdam,Ritchey,NY,2016-07-20,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
325,Ernestina Skinner,Elmhurst,Electra,NY,2016-07-20,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
325,Ernestina Skinner,Elmhurst,Surly,NY,2016-07-20,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
325,Ernestina Skinner,Elmhurst,Trek,NY,2016-07-20,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
326,Bernetta Summers,Longview,Electra,TX,2016-07-20,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,Layla Terrell
326,Bernetta Summers,Longview,Electra,TX,2016-07-20,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell
327,Tiesha Daniel,Scarsdale,Electra,NY,2016-07-21,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
327,Tiesha Daniel,Scarsdale,Electra,NY,2016-07-21,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
327,Tiesha Daniel,Scarsdale,Trek,NY,2016-07-21,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
328,Angele Schroeder,New City,Surly,NY,2016-07-23,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
329,Josh Shaw,Hopewell Junction,Electra,NY,2016-07-24,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
329,Josh Shaw,Hopewell Junction,Electra,NY,2016-07-24,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
329,Josh Shaw,Hopewell Junction,Electra,NY,2016-07-24,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
329,Josh Shaw,Hopewell Junction,Pure Cycles,NY,2016-07-24,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
329,Josh Shaw,Hopewell Junction,Trek,NY,2016-07-24,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
330,Gabriel Pitts,Clifton Park,Electra,NY,2016-07-24,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
331,Yang Roth,Webster,Pure Cycles,NY,2016-07-24,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
332,Antonetta Rocha,Port Chester,Pure Cycles,NY,2016-07-24,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
333,Major Merrill,Astoria,Pure Cycles,NY,2016-07-25,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
333,Major Merrill,Astoria,Surly,NY,2016-07-25,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
333,Major Merrill,Astoria,Trek,NY,2016-07-25,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
334,Hollis Rasmussen,Massapequa,Electra,NY,2016-07-25,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
334,Hollis Rasmussen,Massapequa,Surly,NY,2016-07-25,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
334,Hollis Rasmussen,Massapequa,Trek,NY,2016-07-25,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel
335,Phebe Soto,South Ozone Park,Electra,NY,2016-07-25,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
335,Phebe Soto,South Ozone Park,Ritchey,NY,2016-07-25,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
335,Phebe Soto,South Ozone Park,Surly,NY,2016-07-25,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
336,Saran Moses,Brooklyn,Electra,NY,2016-07-26,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
336,Saran Moses,Brooklyn,Trek,NY,2016-07-26,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
337,Adriene Rollins,Plainview,Pure Cycles,NY,2016-07-26,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
337,Adriene Rollins,Plainview,Trek,NY,2016-07-26,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
338,Omega Huff,Santa Monica,Electra,CA,2016-07-28,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano
338,Omega Huff,Santa Monica,Surly,CA,2016-07-28,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
338,Omega Huff,Santa Monica,Surly,CA,2016-07-28,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano
338,Omega Huff,Santa Monica,Surly,CA,2016-07-28,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano
338,Omega Huff,Santa Monica,Trek,CA,2016-07-28,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Genna Serrano
339,Shirely Cantrell,West Hempstead,Electra,NY,2016-07-28,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
339,Shirely Cantrell,West Hempstead,Electra,NY,2016-07-28,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
340,Anisha Lang,Rome,Electra,NY,2016-07-29,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
340,Anisha Lang,Rome,Electra,NY,2016-07-29,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
340,Anisha Lang,Rome,Electra,NY,2016-07-29,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
340,Anisha Lang,Rome,Surly,NY,2016-07-29,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
340,Anisha Lang,Rome,Surly,NY,2016-07-29,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
341,Karren Lamb,Fresno,Electra,CA,2016-07-31,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano
342,Reyes Merritt,Staten Island,Electra,NY,2016-07-31,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
342,Reyes Merritt,Staten Island,Electra,NY,2016-07-31,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
342,Reyes Merritt,Staten Island,Trek,NY,2016-07-31,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel
343,Iva Wilcox,Kingston,Electra,NY,2016-07-31,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
343,Iva Wilcox,Kingston,Electra,NY,2016-07-31,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
343,Iva Wilcox,Kingston,Heller,NY,2016-07-31,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
343,Iva Wilcox,Kingston,Surly,NY,2016-07-31,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
344,Romaine Salazar,Monsey,Electra,NY,2016-08-01,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
